A,B,C,D
"SCO1078","SCO4167","SCO0434","SCO6008"
"SCO1078","SCO4167","SCO0434","SCO6009"
"SCO1078","SCO4167","SCO0434","SCO6232"
"SCO1078","SCO4167","SCO0434","SCO6871"
"SCO1078","SCO4167","SCO0434","SCO7119"
"SCO1078","SCO4167","SCO0434","SCO7179"
"SCO1078","SCO4167","SCO0434","SCO7188"
"SCO1078","SCO4167","SCO0434","SCO7386"
"SCO1078","SCO4167","SCO0488","SCO0728"
"SCO1078","SCO4167","SCO0488","SCO0783"
"SCO1078","SCO4167","SCO0488","SCO0960"
"SCO1078","SCO4167","SCO0488","SCO1077"
"SCO1078","SCO4167","SCO0488","SCO3201"
"SCO1078","SCO4167","SCO0488","SCO4263"
"SCO1078","SCO4167","SCO0488","SCO4284"
"SCO1078","SCO4167","SCO0488","SCO4892"
"SCO1078","SCO4167","SCO0488","SCO4947"
"SCO1078","SCO4167","SCO0488","SCO6004"
"SCO1078","SCO4167","SCO0488","SCO6008"
"SCO1078","SCO4167","SCO0488","SCO6009"
"SCO1078","SCO4167","SCO0488","SCO6232"
"SCO1078","SCO4167","SCO0488","SCO6871"
"SCO1078","SCO4167","SCO0488","SCO7119"
"SCO1078","SCO4167","SCO0488","SCO7179"
"SCO1078","SCO4167","SCO0488","SCO7188"
"SCO1078","SCO4167","SCO0488","SCO7386"
"SCO1078","SCO4167","SCO0728","SCO0783"
"SCO1078","SCO4167","SCO0728","SCO0960"
"SCO1078","SCO4167","SCO0728","SCO1077"
"SCO1078","SCO4167","SCO0728","SCO3201"
"SCO1078","SCO4167","SCO0728","SCO4263"
"SCO1078","SCO4167","SCO0728","SCO4284"
"SCO1078","SCO4167","SCO0728","SCO4892"
"SCO1078","SCO4167","SCO0728","SCO4947"
"SCO1078","SCO4167","SCO0728","SCO6004"
"SCO1078","SCO4167","SCO0728","SCO6008"
"SCO1078","SCO4167","SCO0728","SCO6009"
"SCO1078","SCO4167","SCO0728","SCO6232"
"SCO1078","SCO4167","SCO0728","SCO6871"
"SCO1078","SCO4167","SCO0728","SCO7119"
"SCO1078","SCO4167","SCO0728","SCO7179"
"SCO1078","SCO4167","SCO0728","SCO7188"
"SCO1078","SCO4167","SCO0728","SCO7386"
"SCO1078","SCO4167","SCO0783","SCO0960"
"SCO1078","SCO4167","SCO0783","SCO1077"
"SCO1078","SCO4167","SCO0783","SCO3201"
"SCO1078","SCO4167","SCO0783","SCO4263"
"SCO1078","SCO4167","SCO0783","SCO4284"
"SCO1078","SCO4167","SCO0783","SCO4892"
"SCO1078","SCO4167","SCO0783","SCO4947"
"SCO1078","SCO4167","SCO0783","SCO6004"
"SCO1078","SCO4167","SCO0783","SCO6008"
"SCO1078","SCO4167","SCO0783","SCO6009"
"SCO1078","SCO4167","SCO0783","SCO6232"
"SCO1078","SCO4167","SCO0783","SCO6871"
"SCO1078","SCO4167","SCO0783","SCO7119"
"SCO1078","SCO4167","SCO0783","SCO7179"
"SCO1078","SCO4167","SCO0783","SCO7188"
"SCO1078","SCO4167","SCO0783","SCO7386"
"SCO1078","SCO4167","SCO0960","SCO1077"
"SCO1078","SCO4167","SCO0960","SCO3201"
"SCO1078","SCO4167","SCO0960","SCO4263"
"SCO1078","SCO4167","SCO0960","SCO4284"
"SCO1078","SCO4167","SCO0960","SCO4892"
"SCO1078","SCO4167","SCO0960","SCO4947"
"SCO1078","SCO4167","SCO0960","SCO6004"
"SCO1078","SCO4167","SCO0960","SCO6008"
"SCO1078","SCO4167","SCO0960","SCO6009"
"SCO1078","SCO4167","SCO0960","SCO6232"
"SCO1078","SCO4167","SCO0960","SCO6871"
"SCO1078","SCO4167","SCO0960","SCO7119"
"SCO1078","SCO4167","SCO0960","SCO7179"
"SCO1078","SCO4167","SCO0960","SCO7188"
"SCO1078","SCO4167","SCO0960","SCO7386"
"SCO1078","SCO4167","SCO1077","SCO3201"
"SCO1078","SCO4167","SCO1077","SCO4263"
"SCO1078","SCO4167","SCO1077","SCO4284"
"SCO1078","SCO4167","SCO1077","SCO4892"
"SCO1078","SCO4167","SCO1077","SCO4947"
"SCO1078","SCO4167","SCO1077","SCO6004"
"SCO1078","SCO4167","SCO1077","SCO6008"
"SCO1078","SCO4167","SCO1077","SCO6009"
"SCO1078","SCO4167","SCO1077","SCO6232"
"SCO1078","SCO4167","SCO1077","SCO6871"
"SCO1078","SCO4167","SCO1077","SCO7119"
"SCO1078","SCO4167","SCO1077","SCO7179"
"SCO1078","SCO4167","SCO1077","SCO7188"
"SCO1078","SCO4167","SCO1077","SCO7386"
"SCO1078","SCO4167","SCO3201","SCO4263"
"SCO1078","SCO4167","SCO3201","SCO4284"
"SCO1078","SCO4167","SCO3201","SCO4892"
"SCO1078","SCO4167","SCO3201","SCO4947"
"SCO1078","SCO4167","SCO3201","SCO6004"
"SCO1078","SCO4167","SCO3201","SCO6008"
"SCO1078","SCO4167","SCO3201","SCO6009"
"SCO1078","SCO4167","SCO3201","SCO6232"
"SCO1078","SCO4167","SCO3201","SCO6871"
"SCO1078","SCO4167","SCO3201","SCO7119"
"SCO1078","SCO4167","SCO3201","SCO7179"
"SCO1078","SCO4167","SCO3201","SCO7188"
"SCO1078","SCO4167","SCO3201","SCO7386"
"SCO1078","SCO4167","SCO4263","SCO4284"
"SCO1078","SCO4167","SCO4263","SCO4892"
"SCO1078","SCO4167","SCO4263","SCO4947"
"SCO1078","SCO4167","SCO4263","SCO6004"
"SCO1078","SCO4167","SCO4263","SCO6008"
"SCO1078","SCO4167","SCO4263","SCO6009"
"SCO1078","SCO4167","SCO4263","SCO6232"
"SCO1078","SCO4167","SCO4263","SCO6871"
"SCO1078","SCO4167","SCO4263","SCO7119"
"SCO1078","SCO4167","SCO4263","SCO7179"
"SCO1078","SCO4167","SCO4263","SCO7188"
"SCO1078","SCO4167","SCO4263","SCO7386"
"SCO1078","SCO4167","SCO4284","SCO4892"
"SCO1078","SCO4167","SCO4284","SCO4947"
"SCO1078","SCO4167","SCO4284","SCO6004"
"SCO1078","SCO4167","SCO4284","SCO6008"
"SCO1078","SCO4167","SCO4284","SCO6009"
"SCO1078","SCO4167","SCO4284","SCO6232"
"SCO1078","SCO4167","SCO4284","SCO6871"
"SCO1078","SCO4167","SCO4284","SCO7119"
"SCO1078","SCO4167","SCO4284","SCO7179"
"SCO1078","SCO4167","SCO4284","SCO7188"
"SCO1078","SCO4167","SCO4284","SCO7386"
"SCO1078","SCO4167","SCO4892","SCO4947"
"SCO1078","SCO4167","SCO4892","SCO6004"
"SCO1078","SCO5574","SCO0370","SCO0505"
"SCO1078","SCO5574","SCO0370","SCO2552"
"SCO1078","SCO5574","SCO0370","SCO2553"
"SCO1078","SCO5574","SCO0370","SCO4263"
"SCO1078","SCO5574","SCO0370","SCO4947"
"SCO1078","SCO5574","SCO0370","SCO6004"
"SCO1078","SCO5574","SCO0370","SCO6034"
"SCO1078","SCO5574","SCO0370","SCO6428"
"SCO1078","SCO5574","SCO0370","SCO6712"
"SCO1078","SCO5574","SCO0370","SCO7179"
"SCO1078","SCO5574","SCO0370","SCO7188"
"SCO1078","SCO5574","SCO0505","SCO2552"
"SCO1078","SCO5574","SCO0505","SCO2553"
"SCO1078","SCO5574","SCO0505","SCO4263"
"SCO1078","SCO5574","SCO0505","SCO4947"
"SCO1078","SCO5574","SCO0505","SCO6004"
"SCO1078","SCO5574","SCO0505","SCO6034"
"SCO1078","SCO5574","SCO0505","SCO6428"
"SCO1078","SCO5574","SCO0505","SCO6712"
"SCO1078","SCO5574","SCO0505","SCO7179"
"SCO1078","SCO5574","SCO0505","SCO7188"
"SCO1078","SCO5574","SCO2552","SCO2553"
"SCO1078","SCO5574","SCO2552","SCO4263"
"SCO1078","SCO5574","SCO2552","SCO4947"
"SCO1078","SCO5574","SCO2552","SCO6004"
"SCO1078","SCO5574","SCO2552","SCO6034"
"SCO1078","SCO5574","SCO2552","SCO6428"
"SCO1078","SCO5574","SCO2552","SCO6712"
"SCO1078","SCO5574","SCO2552","SCO7179"
"SCO1078","SCO5574","SCO2552","SCO7188"
"SCO1078","SCO5574","SCO2553","SCO4263"
"SCO1078","SCO5574","SCO2553","SCO4947"
"SCO1078","SCO5574","SCO2553","SCO6004"
"SCO1078","SCO5574","SCO2553","SCO6034"
"SCO1078","SCO5574","SCO2553","SCO6428"
"SCO1078","SCO5574","SCO2553","SCO6712"
"SCO1078","SCO5574","SCO2553","SCO7179"
"SCO1078","SCO5574","SCO2553","SCO7188"
"SCO1078","SCO5574","SCO4263","SCO4947"
"SCO1078","SCO5574","SCO4263","SCO6004"
"SCO1078","SCO5574","SCO4263","SCO6034"
"SCO1078","SCO5574","SCO4263","SCO6428"
"SCO1078","SCO5574","SCO4263","SCO6712"
"SCO1078","SCO5574","SCO4263","SCO7179"
"SCO1078","SCO5574","SCO4263","SCO7188"
"SCO1078","SCO5574","SCO4947","SCO6004"
"SCO1078","SCO5574","SCO4947","SCO6034"
"SCO1078","SCO5574","SCO4947","SCO6428"
"SCO1078","SCO5574","SCO4947","SCO6712"
"SCO1078","SCO5574","SCO4947","SCO7179"
"SCO1078","SCO5574","SCO4947","SCO7188"
"SCO1078","SCO5574","SCO6004","SCO6034"
"SCO1078","SCO5574","SCO6004","SCO6428"
"SCO1078","SCO5574","SCO6004","SCO6712"
"SCO1078","SCO5574","SCO6004","SCO7179"
"SCO1078","SCO5574","SCO6004","SCO7188"
"SCO1078","SCO5574","SCO6034","SCO6428"
"SCO1078","SCO5574","SCO6034","SCO6712"
"SCO1078","SCO5574","SCO6034","SCO7179"
"SCO1078","SCO5574","SCO6034","SCO7188"
"SCO1078","SCO5574","SCO6428","SCO6712"
"SCO1078","SCO5574","SCO6428","SCO7179"
"SCO1078","SCO5574","SCO6428","SCO7188"
"SCO1078","SCO5574","SCO6712","SCO7179"
"SCO1078","SCO5574","SCO6712","SCO7188"
"SCO1078","SCO5574","SCO7179","SCO7188"
"SCO1078","SCO6003","SCO0370","SCO2053"
"SCO1078","SCO6003","SCO0370","SCO6004"
"SCO1078","SCO6003","SCO2053","SCO6004"
"SCO1078","SCO6358","SCO0370","SCO0432"
"SCO1078","SCO6358","SCO0370","SCO0960"
"SCO1078","SCO6358","SCO0370","SCO2400"
"SCO1078","SCO6358","SCO0370","SCO3046"
"SCO1078","SCO6358","SCO0370","SCO4947"
"SCO1078","SCO6358","SCO0370","SCO5650"
"SCO1078","SCO6358","SCO0370","SCO6009"
"SCO1078","SCO6358","SCO0370","SCO6219"
"SCO1078","SCO6358","SCO0370","SCO6234"
"SCO1078","SCO6358","SCO0370","SCO6428"
"SCO1078","SCO6358","SCO0370","SCO6563"
"SCO1078","SCO6358","SCO0370","SCO6583"
"SCO1078","SCO6358","SCO0370","SCO6584"
"SCO1078","SCO6358","SCO0370","SCO6711"
"SCO1078","SCO6358","SCO0370","SCO7179"
"SCO1078","SCO6358","SCO0432","SCO0960"
"SCO1078","SCO6358","SCO0432","SCO2400"
"SCO1078","SCO6358","SCO0432","SCO3046"
"SCO1078","SCO6358","SCO0432","SCO4947"
"SCO1078","SCO6358","SCO0432","SCO5650"
"SCO1078","SCO6358","SCO0432","SCO6009"
"SCO1078","SCO6358","SCO0432","SCO6219"
"SCO1078","SCO6358","SCO0432","SCO6234"
"SCO1078","SCO6358","SCO0432","SCO6428"
"SCO1078","SCO6358","SCO0432","SCO6563"
"SCO1078","SCO6358","SCO0432","SCO6583"
"SCO1078","SCO6358","SCO0432","SCO6584"
"SCO1078","SCO6358","SCO0432","SCO6711"
"SCO1078","SCO6358","SCO0432","SCO7179"
"SCO1078","SCO6358","SCO0960","SCO2400"
"SCO1078","SCO6358","SCO0960","SCO3046"
"SCO1078","SCO6358","SCO0960","SCO4947"
"SCO1078","SCO6358","SCO0960","SCO5650"
"SCO1078","SCO6358","SCO0960","SCO6009"
"SCO1078","SCO6358","SCO0960","SCO6219"
"SCO1078","SCO6358","SCO0960","SCO6234"
"SCO1078","SCO6358","SCO0960","SCO6428"
"SCO1078","SCO6358","SCO0960","SCO6563"
"SCO1078","SCO6358","SCO0960","SCO6583"
"SCO1078","SCO6358","SCO0960","SCO6584"
"SCO1078","SCO6358","SCO0960","SCO6711"
"SCO1078","SCO6358","SCO0960","SCO7179"
"SCO1078","SCO6358","SCO2400","SCO3046"
"SCO1078","SCO6358","SCO2400","SCO4947"
"SCO1078","SCO6358","SCO2400","SCO5650"
"SCO1078","SCO6358","SCO2400","SCO6009"
"SCO1078","SCO6358","SCO2400","SCO6219"
"SCO1078","SCO6358","SCO2400","SCO6234"
"SCO1078","SCO6358","SCO2400","SCO6428"
"SCO1078","SCO6358","SCO2400","SCO6563"
"SCO1078","SCO6358","SCO2400","SCO6583"
"SCO1078","SCO6358","SCO2400","SCO6584"
"SCO1078","SCO6358","SCO2400","SCO6711"
"SCO1078","SCO6358","SCO2400","SCO7179"
"SCO1078","SCO6358","SCO3046","SCO4947"
"SCO1078","SCO6358","SCO3046","SCO5650"
"SCO1078","SCO6358","SCO3046","SCO6009"
"SCO1078","SCO6358","SCO3046","SCO6219"
"SCO1078","SCO6358","SCO3046","SCO6234"
"SCO1078","SCO6358","SCO3046","SCO6428"
"SCO1078","SCO6358","SCO3046","SCO6563"
"SCO1078","SCO6358","SCO3046","SCO6583"
"SCO1078","SCO6358","SCO3046","SCO6584"
"SCO1078","SCO6358","SCO3046","SCO6711"
"SCO1078","SCO6358","SCO3046","SCO7179"
"SCO1078","SCO6358","SCO4947","SCO5650"
"SCO1078","SCO6358","SCO4947","SCO6009"
"SCO1078","SCO6358","SCO4947","SCO6219"
"SCO1078","SCO6358","SCO4947","SCO6234"
"SCO1078","SCO6358","SCO4947","SCO6428"
"SCO1078","SCO6358","SCO4947","SCO6563"
"SCO1078","SCO6358","SCO4947","SCO6583"
"SCO1078","SCO6358","SCO4947","SCO6584"
"SCO1078","SCO6358","SCO4947","SCO6711"
"SCO1078","SCO6358","SCO4947","SCO7179"
"SCO1078","SCO6358","SCO5650","SCO6009"
"SCO1078","SCO6358","SCO5650","SCO6219"
"SCO1078","SCO6358","SCO5650","SCO6234"
"SCO1078","SCO6358","SCO5650","SCO6428"
"SCO1078","SCO6358","SCO5650","SCO6563"
"SCO1078","SCO6358","SCO5650","SCO6583"
"SCO1078","SCO6358","SCO5650","SCO6584"
"SCO1078","SCO6358","SCO5650","SCO6711"
"SCO1078","SCO6358","SCO5650","SCO7179"
"SCO1078","SCO6358","SCO6009","SCO6219"
"SCO1078","SCO6358","SCO6009","SCO6234"
"SCO1078","SCO6358","SCO6009","SCO6428"
"SCO1078","SCO6358","SCO6009","SCO6563"
"SCO1078","SCO6358","SCO6009","SCO6583"
"SCO1078","SCO6358","SCO6009","SCO6584"
"SCO1078","SCO6358","SCO6009","SCO6711"
"SCO1078","SCO6358","SCO6009","SCO7179"
"SCO1078","SCO6358","SCO6219","SCO6234"
"SCO1078","SCO6358","SCO6219","SCO6428"
"SCO1078","SCO6358","SCO6219","SCO6563"
"SCO1078","SCO6358","SCO6219","SCO6583"
"SCO1078","SCO6358","SCO6219","SCO6584"
"SCO1078","SCO6358","SCO6219","SCO6711"
"SCO1078","SCO6358","SCO6219","SCO7179"
"SCO1078","SCO6358","SCO6234","SCO6428"
"SCO1078","SCO6358","SCO6234","SCO6563"
"SCO1078","SCO6358","SCO6234","SCO6583"
"SCO1078","SCO6358","SCO6234","SCO6584"
"SCO1078","SCO6358","SCO6234","SCO6711"
"SCO1078","SCO6358","SCO6234","SCO7179"
"SCO1078","SCO6358","SCO6428","SCO6563"
"SCO1078","SCO6358","SCO6428","SCO6583"
"SCO1078","SCO6358","SCO6428","SCO6584"
"SCO1078","SCO6358","SCO6428","SCO6711"
"SCO1078","SCO6358","SCO6428","SCO7179"
"SCO1078","SCO6358","SCO6563","SCO6583"
"SCO1078","SCO6358","SCO6563","SCO6584"
"SCO1078","SCO6358","SCO6563","SCO6711"
"SCO1078","SCO6358","SCO6563","SCO7179"
"SCO1078","SCO6358","SCO6583","SCO6584"
"SCO1078","SCO6358","SCO6583","SCO6711"
"SCO1078","SCO6358","SCO6583","SCO7179"
"SCO1078","SCO6358","SCO6584","SCO6711"
"SCO1078","SCO6358","SCO6584","SCO7179"
"SCO1078","SCO6358","SCO6711","SCO7179"
"SCO3144","SCO3201","SCO0088","SCO0213"
"SCO3144","SCO3201","SCO0088","SCO0370"
"SCO3144","SCO3201","SCO0088","SCO0492"
"SCO3144","SCO3201","SCO0088","SCO0706"
"SCO3144","SCO3201","SCO0088","SCO0742"
"SCO3144","SCO3201","SCO0088","SCO0855"
"SCO3144","SCO3201","SCO0088","SCO0960"
"SCO3144","SCO3201","SCO0088","SCO0992"
"SCO3144","SCO3201","SCO0088","SCO1039"
"SCO3144","SCO3201","SCO0088","SCO1121"
"SCO3144","SCO3201","SCO0088","SCO1513"
"SCO3144","SCO3201","SCO0088","SCO1569"
"SCO3144","SCO3201","SCO0088","SCO2122"
"SCO3144","SCO3201","SCO0088","SCO2304"
"SCO3144","SCO3201","SCO0088","SCO2383"
"SCO3144","SCO3201","SCO0088","SCO2725"
"SCO3144","SCO3201","SCO0088","SCO2792"
"SCO3144","SCO3201","SCO0088","SCO2805"
"SCO3144","SCO3201","SCO0088","SCO3230"
"SCO3144","SCO3201","SCO0088","SCO3276"
"SCO3144","SCO3201","SCO0088","SCO3285"
"SCO3144","SCO3201","SCO0088","SCO3391"
"SCO3144","SCO3201","SCO0088","SCO3404"
"SCO3144","SCO3201","SCO0088","SCO3540"
"SCO3144","SCO3201","SCO0088","SCO3667"
"SCO3144","SCO3201","SCO0088","SCO3780"
"SCO3144","SCO3201","SCO0088","SCO3869"
"SCO3144","SCO3201","SCO0088","SCO4271"
"SCO3144","SCO3201","SCO0088","SCO4275"
"SCO3144","SCO3201","SCO0088","SCO4633"
"SCO3144","SCO3201","SCO0088","SCO4814"
"SCO3144","SCO3201","SCO0088","SCO5179"
"SCO3144","SCO3201","SCO0088","SCO5439"
"SCO3144","SCO3201","SCO0088","SCO5477"
"SCO3144","SCO3201","SCO0088","SCO5706"
"SCO3144","SCO3201","SCO0088","SCO5756"
"SCO3144","SCO3201","SCO0088","SCO5931"
"SCO3144","SCO3201","SCO0088","SCO6213"
"SCO3144","SCO3201","SCO0088","SCO6219"
"SCO3144","SCO3201","SCO0088","SCO6220"
"SCO3144","SCO3201","SCO0088","SCO6276"
"SCO3144","SCO3201","SCO0088","SCO6593"
"SCO3144","SCO3201","SCO0088","SCO6597"
"SCO3144","SCO3201","SCO0088","SCO6827"
"SCO3144","SCO3201","SCO0088","SCO6871"
"SCO3144","SCO3201","SCO0088","SCO6951"
"SCO3144","SCO3201","SCO0088","SCO7015"
"SCO3144","SCO3201","SCO0088","SCO7109"
"SCO3144","SCO3201","SCO0088","SCO7256"
"SCO3144","SCO3201","SCO0088","SCO7409"
"SCO3144","SCO3201","SCO0213","SCO0370"
"SCO3144","SCO3201","SCO0213","SCO0492"
"SCO3144","SCO3201","SCO0213","SCO0706"
"SCO3144","SCO3201","SCO0213","SCO0742"
"SCO3144","SCO3201","SCO0213","SCO0855"
"SCO3144","SCO3201","SCO0213","SCO0960"
"SCO3144","SCO3201","SCO0213","SCO0992"
"SCO3144","SCO3201","SCO0213","SCO1039"
"SCO3144","SCO3201","SCO0213","SCO1121"
"SCO3144","SCO3201","SCO0213","SCO1513"
"SCO3144","SCO3201","SCO0213","SCO1569"
"SCO3144","SCO3201","SCO0213","SCO2122"
"SCO3144","SCO3201","SCO0213","SCO2304"
"SCO3144","SCO3201","SCO0213","SCO2383"
"SCO3144","SCO3201","SCO0213","SCO2725"
"SCO3144","SCO3201","SCO0213","SCO2792"
"SCO3144","SCO3201","SCO0213","SCO2805"
"SCO3144","SCO3201","SCO0213","SCO3230"
"SCO3144","SCO3201","SCO0213","SCO3276"
"SCO3144","SCO3201","SCO0213","SCO3285"
"SCO3144","SCO3201","SCO0213","SCO3391"
"SCO3144","SCO3201","SCO0213","SCO3404"
"SCO3144","SCO3201","SCO0213","SCO3540"
"SCO3144","SCO3201","SCO0213","SCO3667"
"SCO3144","SCO3201","SCO0213","SCO3780"
"SCO3144","SCO3201","SCO0213","SCO3869"
"SCO3144","SCO3201","SCO0213","SCO4271"
"SCO3144","SCO3201","SCO0213","SCO4275"
"SCO3144","SCO3201","SCO0213","SCO4633"
"SCO3144","SCO3201","SCO0213","SCO4814"
"SCO3144","SCO3201","SCO0213","SCO5179"
"SCO3144","SCO3201","SCO0213","SCO5439"
"SCO3144","SCO3201","SCO0213","SCO5477"
"SCO3144","SCO3201","SCO0213","SCO5706"
"SCO3144","SCO3201","SCO0213","SCO5756"
"SCO3144","SCO3201","SCO0213","SCO5931"
"SCO3144","SCO3201","SCO0213","SCO6213"
"SCO3144","SCO3201","SCO0213","SCO6219"
"SCO3144","SCO3201","SCO0213","SCO6220"
"SCO3144","SCO3201","SCO0213","SCO6276"
"SCO3144","SCO3201","SCO0213","SCO6593"
"SCO3144","SCO3201","SCO0213","SCO6597"
"SCO3144","SCO3201","SCO0213","SCO6827"
"SCO3144","SCO3201","SCO0213","SCO6871"
"SCO3144","SCO3201","SCO0213","SCO6951"
"SCO3144","SCO3201","SCO0213","SCO7015"
"SCO3144","SCO3201","SCO0213","SCO7109"
"SCO3144","SCO3201","SCO0213","SCO7256"
"SCO3144","SCO3201","SCO0213","SCO7409"
"SCO3144","SCO3201","SCO0370","SCO0492"
"SCO3144","SCO3201","SCO0370","SCO0706"
"SCO3144","SCO3201","SCO0370","SCO0742"
"SCO3144","SCO3201","SCO0370","SCO0855"
"SCO3144","SCO3201","SCO0370","SCO0960"
"SCO3144","SCO3201","SCO0370","SCO0992"
"SCO3144","SCO3201","SCO0370","SCO1039"
"SCO3144","SCO3201","SCO0370","SCO1121"
"SCO3144","SCO3201","SCO0370","SCO1513"
"SCO3144","SCO3201","SCO0370","SCO1569"
"SCO3144","SCO3201","SCO0370","SCO2122"
"SCO3144","SCO3201","SCO0370","SCO2304"
"SCO3144","SCO3201","SCO0370","SCO2383"
"SCO3144","SCO3201","SCO0370","SCO2725"
"SCO3144","SCO3201","SCO0370","SCO2792"
"SCO3144","SCO3201","SCO0370","SCO2805"
"SCO3144","SCO3201","SCO0370","SCO3230"
"SCO3144","SCO3201","SCO0370","SCO3276"
"SCO3144","SCO3201","SCO0370","SCO3285"
"SCO3144","SCO3201","SCO0370","SCO3391"
"SCO3144","SCO3201","SCO0370","SCO3404"
"SCO3144","SCO3201","SCO0370","SCO3540"
"SCO3144","SCO3201","SCO0370","SCO3667"
"SCO3144","SCO3201","SCO0370","SCO3780"
"SCO3144","SCO3201","SCO0370","SCO3869"
"SCO3144","SCO3201","SCO0370","SCO4271"
"SCO3144","SCO3201","SCO0370","SCO4275"
"SCO3144","SCO3201","SCO0370","SCO4633"
"SCO3144","SCO3201","SCO0370","SCO4814"
"SCO3144","SCO3201","SCO0370","SCO5179"
"SCO3144","SCO3201","SCO0370","SCO5439"
"SCO3144","SCO3201","SCO0370","SCO5477"
"SCO3144","SCO3201","SCO0370","SCO5706"
"SCO3144","SCO3201","SCO0370","SCO5756"
"SCO3144","SCO3201","SCO0370","SCO5931"
"SCO3144","SCO3201","SCO0370","SCO6213"
"SCO3144","SCO3201","SCO0370","SCO6219"
"SCO3144","SCO3201","SCO0370","SCO6220"
"SCO3144","SCO3201","SCO0370","SCO6276"
"SCO3144","SCO3201","SCO0370","SCO6593"
"SCO3144","SCO3201","SCO0370","SCO6597"
"SCO3144","SCO3201","SCO0370","SCO6827"
"SCO3144","SCO3201","SCO0370","SCO6871"
"SCO3144","SCO3201","SCO0370","SCO6951"
"SCO3144","SCO3201","SCO0370","SCO7015"
"SCO3144","SCO3201","SCO0370","SCO7109"
"SCO3144","SCO3201","SCO0370","SCO7256"
"SCO3144","SCO3201","SCO0370","SCO7409"
"SCO3144","SCO3201","SCO0492","SCO0706"
"SCO3144","SCO3201","SCO0492","SCO0742"
"SCO3144","SCO3201","SCO0492","SCO0855"
"SCO3144","SCO3201","SCO0492","SCO0960"
"SCO3144","SCO3201","SCO0492","SCO0992"
"SCO3144","SCO3201","SCO0492","SCO1039"
"SCO3144","SCO3201","SCO0492","SCO1121"
"SCO3144","SCO3201","SCO0492","SCO1513"
"SCO3144","SCO3201","SCO0492","SCO1569"
"SCO3144","SCO3201","SCO0492","SCO2122"
"SCO3144","SCO3201","SCO0492","SCO2304"
"SCO3144","SCO3201","SCO0492","SCO2383"
"SCO3144","SCO3201","SCO0492","SCO2725"
"SCO3144","SCO3201","SCO0492","SCO2792"
"SCO3144","SCO3201","SCO0492","SCO2805"
"SCO3144","SCO3201","SCO0492","SCO3230"
"SCO3144","SCO3201","SCO0492","SCO3276"
"SCO3144","SCO3201","SCO0492","SCO3285"
"SCO3144","SCO3201","SCO0492","SCO3391"
"SCO3144","SCO3201","SCO0492","SCO3404"
"SCO3144","SCO3201","SCO0492","SCO3540"
"SCO3144","SCO3201","SCO0492","SCO3667"
"SCO3144","SCO3201","SCO0492","SCO3780"
"SCO3144","SCO3201","SCO0492","SCO3869"
"SCO3144","SCO3201","SCO0492","SCO4271"
"SCO3144","SCO3201","SCO0492","SCO4275"
"SCO3144","SCO3201","SCO0492","SCO4633"
"SCO3144","SCO3201","SCO0492","SCO4814"
"SCO3144","SCO3201","SCO0492","SCO5179"
"SCO3144","SCO3201","SCO0492","SCO5439"
"SCO3144","SCO3201","SCO0492","SCO5477"
"SCO3144","SCO3201","SCO0492","SCO5706"
"SCO3144","SCO3201","SCO0492","SCO5756"
"SCO3144","SCO3201","SCO0492","SCO5931"
"SCO3144","SCO3201","SCO0492","SCO6213"
"SCO3144","SCO3201","SCO0492","SCO6219"
"SCO3144","SCO3201","SCO0492","SCO6220"
"SCO3144","SCO3201","SCO0492","SCO6276"
"SCO3144","SCO3201","SCO0492","SCO6593"
"SCO3144","SCO3201","SCO0492","SCO6597"
"SCO3144","SCO3201","SCO0492","SCO6827"
"SCO3144","SCO3201","SCO0492","SCO6871"
"SCO3144","SCO3201","SCO0492","SCO6951"
"SCO3144","SCO3201","SCO0492","SCO7015"
"SCO3144","SCO3201","SCO0492","SCO7109"
"SCO3144","SCO3201","SCO0492","SCO7256"
"SCO3144","SCO3201","SCO0492","SCO7409"
"SCO3144","SCO3201","SCO0706","SCO0742"
"SCO3144","SCO3201","SCO0706","SCO0855"
"SCO3144","SCO3201","SCO0706","SCO0960"
"SCO3144","SCO3201","SCO0706","SCO0992"
"SCO3144","SCO3201","SCO0706","SCO1039"
"SCO3144","SCO3201","SCO0706","SCO1121"
"SCO3144","SCO4167","SCO0088","SCO0194"
"SCO3144","SCO4167","SCO0088","SCO0213"
"SCO3144","SCO4167","SCO0088","SCO0370"
"SCO3144","SCO4167","SCO0088","SCO0492"
"SCO3144","SCO4167","SCO0088","SCO0514"
"SCO3144","SCO4167","SCO0088","SCO0617"
"SCO3144","SCO4167","SCO0088","SCO0706"
"SCO3144","SCO4167","SCO0088","SCO0742"
"SCO3144","SCO4167","SCO0088","SCO0801"
"SCO3144","SCO4167","SCO0088","SCO0855"
"SCO3144","SCO4167","SCO0088","SCO0886"
"SCO3144","SCO4167","SCO0088","SCO0928"
"SCO3144","SCO4167","SCO0088","SCO0960"
"SCO3144","SCO4167","SCO0088","SCO0974"
"SCO3144","SCO4167","SCO0088","SCO0987"
"SCO3144","SCO4167","SCO0088","SCO0992"
"SCO3144","SCO4167","SCO0088","SCO1059"
"SCO3144","SCO4167","SCO0088","SCO1082"
"SCO3144","SCO4167","SCO0088","SCO1121"
"SCO3144","SCO4167","SCO0088","SCO1411"
"SCO3144","SCO4167","SCO0088","SCO1439"
"SCO3144","SCO4167","SCO0088","SCO1513"
"SCO3144","SCO4167","SCO0088","SCO1725"
