genome	regulator	target
Streptomyces_coelicolor_A32	SCO6105	"SCO0047,SCO0127,SCO0145,SCO0154,SCO0273,SCO0274,SCO0286,SCO0391,SCO0392,SCO0690,SCO0737,SCO0975,SCO0998,SCO1065,SCO1066,SCO1173,SCO1174,SCO1191,SCO1192,SCO1420,SCO1492,SCO1524,SCO1525,SCO1821,SCO2001,SCO2137,SCO2297,SCO2298,SCO2408,SCO2427,SCO2589,SCO2610,SCO2611,SCO2622,SCO2651,SCO2652,SCO2728,SCO2971,SCO2972,SCO2976,SCO2977,SCO2994,SCO2995,SCO3093,SCO3159,SCO3165,SCO3431,SCO3462,SCO3674,SCO3675,SCO3799,SCO3800,SCO4057,SCO4058,SCO4066,SCO4131,SCO4321,SCO4322,SCO4404,SCO4405,SCO4406,SCO4407,SCO4740,SCO4810,SCO4859,SCO4987,SCO4988,SCO5024,SCO5025,SCO5128,SCO5273,SCO5577,SCO5578,SCO5579,SCO5591,SCO5705,SCO5706,SCO5773,SCO5774,SCO5855,SCO5892,SCO5917,SCO6105,SCO6167,SCO6172,SCO6323,SCO6375,SCO6488,SCO6531,SCO6600,SCO6612,SCO6613,SCO6626,SCO6641,SCO6827,SCO6926,SCO7020,SCO7065,SCO7066,SCO7104,SCO7225,SCO7293,SCO7402,SCO7543,SCO7637,SCO7815"
Streptomyces_coelicolor_A32	SCO6121	"SCO2242,SCO2243,SCO5496,SCO6121,SCO6122"
Streptomyces_coelicolor_A32	SCO6153	"SCO0341,SCO0898,SCO0968,SCO0969,SCO1283,SCO1547,SCO1590,SCO1759,SCO1760,SCO2056,SCO2446,SCO2447,SCO2636,SCO2637,SCO2878,SCO2943,SCO3033,SCO3216,SCO3501,SCO3629,SCO3630,SCO3750,SCO3790,SCO4981,SCO6149,SCO6150,SCO6153,SCO7027,SCO7196,SCO7211,SCO7347"
Streptomyces_coelicolor_A32	SCO6159	"SCO0702,SCO0703,SCO3366,SCO4055,SCO4091,SCO5912,SCO6288,SCO6289,SCO6294,SCO7273"
Streptomyces_coelicolor_A32	SCO6194	"SCO0126,SCO1045,SCO1802,SCO2270,SCO2271,SCO4374,SCO4666,SCO4667,SCO4908,SCO5554,SCO5709,SCO6194,SCO6195,SCO7048,SCO7049"
Streptomyces_coelicolor_A32	SCO6208	"SCO3945,SCO5405,SCO6204,SCO6205,SCO6208,SCO6209,SCO6244,SCO6246,SCO6247"
Streptomyces_coelicolor_A32	SCO6223	"SCO6222,SCO6223"
Streptomyces_coelicolor_A32	SCO6246	"SCO0135,SCO1013,SCO1080,SCO1081,SCO1206,SCO1236,SCO1237,SCO1263,SCO1275,SCO1276,SCO1648,SCO1776,SCO1809,SCO2179,SCO2292,SCO2396,SCO2397,SCO2572,SCO2615,SCO2951,SCO3029,SCO3030,SCO3173,SCO3194,SCO3268,SCO3269,SCO3287,SCO3288,SCO3428,SCO3429,SCO3450,SCO3451,SCO3622,SCO3907,SCO3908,SCO3909,SCO3981,SCO3982,SCO4064,SCO4163,SCO4181,SCO4232,SCO4456,SCO4536,SCO4919,SCO4956,SCO5241,SCO5353,SCO5354,SCO5423,SCO5424,SCO5449,SCO5468,SCO5469,SCO5746,SCO5980,SCO6059,SCO6200,SCO6201,SCO6204,SCO6205,SCO6206,SCO6207,SCO6243,SCO6244,SCO6246,SCO6247,SCO6279,SCO6288,SCO6289,SCO6654,SCO6655,SCO6680,SCO6681,SCO6950,SCO7226,SCO7400,SCO7401,SCO7500,SCO7501,SCO7562,SCO7563,SCO7686,SCO7687,SCO7749"
Streptomyces_coelicolor_A32	SCO6256	"SCO2727,SCO2728,SCO6255,SCO6256,SCO6256,SCO6257,SCO6978,SCO6979,SCO6989"
Streptomyces_coelicolor_A32	SCO6265	"SCO6265,SCO6266,SCO6268,SCO6269,SCO6280"
Streptomyces_coelicolor_A32	SCO6286	"SCO0404,SCO0405,SCO0414,SCO0496,SCO2253,SCO2907,SCO3011,SCO3472,SCO4135,SCO4454,SCO4917,SCO4918,SCO5144,SCO6265,SCO6266,SCO6268,SCO6269,SCO6280,SCO7252"
Streptomyces_coelicolor_A32	SCO6294	"SCO0498,SCO0702,SCO4034,SCO4055,SCO4091,SCO5912,SCO6288,SCO6289,SCO6294,SCO6295,SCO7176,SCO7273"
Streptomyces_coelicolor_A32	SCO6299	"SCO0224,SCO0225,SCO0326,SCO0513,SCO0576,SCO0577,SCO0745,SCO0746,SCO0814,SCO0941,SCO1292,SCO1293,SCO1389,SCO1402,SCO1516,SCO1533,SCO1669,SCO1670,SCO1692,SCO1693,SCO1696,SCO1697,SCO1753,SCO1864,SCO2079,SCO2137,SCO2217,SCO2220,SCO2221,SCO2253,SCO2353,SCO2354,SCO2373,SCO2374,SCO2401,SCO2433,SCO2524,SCO2557,SCO2558,SCO2590,SCO2612,SCO2646,SCO2647,SCO2651,SCO2652,SCO2720,SCO2721,SCO2823,SCO2824,SCO2873,SCO2967,SCO2968,SCO3010,SCO3128,SCO3230,SCO3251,SCO3252,SCO3321,SCO3365,SCO3366,SCO3367,SCO3424,SCO3467,SCO3468,SCO3588,SCO3590,SCO3591,SCO3592,SCO3603,SCO3671,SCO3672,SCO3875,SCO3893,SCO3895,SCO3927,SCO3974,SCO3988,SCO3992,SCO3993,SCO3994,SCO4005,SCO4006,SCO4032,SCO4033,SCO4111,SCO4112,SCO4186,SCO4187,SCO4281,SCO4282,SCO4358,SCO4359,SCO4406,SCO4407,SCO4473,SCO4474,SCO4501,SCO4502,SCO4593,SCO4594,SCO4604,SCO4605,SCO4689,SCO4716,SCO4816,SCO4978,SCO4987,SCO4988,SCO5022,SCO5030,SCO5077,SCO5137,SCO5163,SCO5164,SCO5184,SCO5185,SCO5188,SCO5201,SCO5296,SCO5326,SCO5327,SCO5329,SCO5329,SCO5329,SCO5333,SCO5337,SCO5338,SCO5384,SCO5385,SCO5423,SCO5424,SCO5448,SCO5483,SCO5484,SCO5610,SCO5639,SCO5640,SCO5643,SCO5729,SCO5730,SCO5877,SCO5888,SCO5918,SCO5952,SCO5999,SCO6021,SCO6021,SCO6108,SCO6109,SCO6239,SCO6240,SCO6299,SCO6300,SCO6348,SCO6374,SCO6393,SCO6404,SCO6444,SCO6510,SCO6511,SCO6549,SCO6550,SCO6553,SCO6636,SCO6660,SCO6661,SCO6774,SCO6779,SCO6780,SCO6812,SCO6835,SCO6836,SCO6835,SCO6836,SCO6865,SCO6951,SCO6952,SCO6995,SCO6997,SCO7000,SCO7014,SCO7015,SCO7037,SCO7078,SCO7081,SCO7170,SCO7481,SCO7513,SCO7585,SCO7586,SCO7719,SCO7720,SCO7759,SCO7799,SCO7800,SCO7801,SCO7809,SCO7810"
Streptomyces_coelicolor_A32	SCO6323	SCO6324
Streptomyces_coelicolor_A32	SCO6350	"SCO6350,SCO6351"
Streptomyces_coelicolor_A32	SCO6354	"SCO0435,SCO0436"
Streptomyces_coelicolor_A32	SCO6358	"SCO0030,SCO0068,SCO0072,SCO0072,SCO0105,SCO0211,SCO0247,SCO0267,SCO0271,SCO0292,SCO0293,SCO0310,SCO0333,SCO0350,SCO0354,SCO0370,SCO0389,SCO0397,SCO0398,SCO0403,SCO0404,SCO0432,SCO0456,SCO0464,SCO0514,SCO0528,SCO0537,SCO0550,SCO0640,SCO0641,SCO0674,SCO0674,SCO0746,SCO0766,SCO0791,SCO0805,SCO0856,SCO0957,SCO0960,SCO1081,SCO1097,SCO1143,SCO1146,SCO1147,SCO1149,SCO1150,SCO1173,SCO1187,SCO1263,SCO1264,SCO1316,SCO1316,SCO1404,SCO1413,SCO1438,SCO1454,SCO1483,SCO1483,SCO1499,SCO1508,SCO1515,SCO1517,SCO1538,SCO1538,SCO1583,SCO1620,SCO1664,SCO1665,SCO1679,SCO1710,SCO1825,SCO1845,SCO1934,SCO1948,SCO2008,SCO2008,SCO2067,SCO2073,SCO2086,SCO2087,SCO2116,SCO2179,SCO2187,SCO2226,SCO2226,SCO2370,SCO2400,SCO2407,SCO2414,SCO2415,SCO2427,SCO2446,SCO2451,SCO2474,SCO2483,SCO2484,SCO2561,SCO2577,SCO2578,SCO2587,SCO2592,SCO2593,SCO2594,SCO2633,SCO2645,SCO2651,SCO2652,SCO2681,SCO2696,SCO2697,SCO2702,SCO2736,SCO2736,SCO2766,SCO2828,SCO2872,SCO2905,SCO2906,SCO2917,SCO2988,SCO2997,SCO3007,SCO3045,SCO3046,SCO3053,SCO3058,SCO3088,SCO3089,SCO3137,SCO3145,SCO3146,SCO3208,SCO3230,SCO3231,SCO3250,SCO3288,SCO3304,SCO3329,SCO3345,SCO3362,SCO3363,SCO3404,SCO3487,SCO3496,SCO3497,SCO3561,SCO3566,SCO3615,SCO3654,SCO3716,SCO3717,SCO3760,SCO3766,SCO3767,SCO3790,SCO3809,SCO3850,SCO3868,SCO3871,SCO3891,SCO3897,SCO3898,SCO3945,SCO4009,SCO4029,SCO4030,SCO4031,SCO4035,SCO4055,SCO4056,SCO4057,SCO4055,SCO4056,SCO4057,SCO4087,SCO4158,SCO4164,SCO4259,SCO4352,SCO4439,SCO4447,SCO4476,SCO4564,SCO4565,SCO4630,SCO4636,SCO4650,SCO4654,SCO4654,SCO4662,SCO4740,SCO4771,SCO4777,SCO4779,SCO4780,SCO4781,SCO4813,SCO4828,SCO4829,SCO4835,SCO4836,SCO4854,SCO4855,SCO4856,SCO4885,SCO4907,SCO4947,SCO4980,SCO4986,SCO4987,SCO5002,SCO5003,SCO5039,SCO5039,SCO5051,SCO5052,SCO5053,SCO5090,SCO5091,SCO5099,SCO5110,SCO5114,SCO5117,SCO5204,SCO5299,SCO5360,SCO5371,SCO5385,SCO5442,SCO5456,SCO5477,SCO5522,SCO5549,SCO5597,SCO5620,SCO5637,SCO5647,SCO5650,SCO5659,SCO5660,SCO5689,SCO5690,SCO5699,SCO5716,SCO5804,SCO5821,SCO5843,SCO5862,SCO5890,SCO5912,SCO5938,SCO5952,SCO6005,SCO6006,SCO6009,SCO6021,SCO6023,SCO6063,SCO6064,SCO6178,SCO6195,SCO6195,SCO6198,SCO6219,SCO6220,SCO6220,SCO6227,SCO6230,SCO6234,SCO6246,SCO6272,SCO6341,SCO6347,SCO6356,SCO6357,SCO6357,SCO6358,SCO6379,SCO6385,SCO6428,SCO6428,SCO6434,SCO6446,SCO6457,SCO6469,SCO6500,SCO6528,SCO6534,SCO6546,SCO6548,SCO6549,SCO6558,SCO6562,SCO6563,SCO6565,SCO6572,SCO6580,SCO6583,SCO6584,SCO6590,SCO6592,SCO6593,SCO6592,SCO6593,SCO6594,SCO6595,SCO6644,SCO6690,SCO6711,SCO6731,SCO6732,SCO6807,SCO6820,SCO6899,SCO6900,SCO7019,SCO7019,SCO7092,SCO7170,SCO7179,SCO7230,SCO7240,SCO7244,SCO7244,SCO7409,SCO7410,SCO7411,SCO7463,SCO7466,SCO7519,SCO7545,SCO7546,SCO7607,SCO7613,SCO7626,SCO7629,SCO7701,SCO7711,SCO7716,SCO7736,SCO7763,SCO7764,SCO7818,SCO7819,SCO7820"
Streptomyces_coelicolor_A32	SCO6393	"SCO0597,SCO0598,SCO1007,SCO1008,SCO1230,SCO2151,SCO2403,SCO2479,SCO2481,SCO2494,SCO2601,SCO3110,SCO3150,SCO3357,SCO3566,SCO3629,SCO3816,SCO3817,SCO4103,SCO4158,SCO4249,SCO4303,SCO4304,SCO4358,SCO4359,SCO4438,SCO5200,SCO5398,SCO5613,SCO5671,SCO5868,SCO6249,SCO6535,SCO6546,SCO6590,SCO7055,SCO7070,SCO7165,SCO7499"
Streptomyces_coelicolor_A32	SCO6413	SCO6413
Streptomyces_coelicolor_A32	SCO6422	"SCO2825,SCO7307,SCO7308"
Streptomyces_coelicolor_A32	SCO6425	"SCO0097,SCO0933,SCO1084,SCO1649,SCO1650,SCO1744,SCO2468,SCO3060,SCO3083,SCO3120,SCO3121,SCO3375,SCO3376,SCO3472,SCO3474,SCO4189,SCO4190,SCO4265,SCO4266,SCO4597,SCO5104,SCO5743,SCO6425,SCO6426,SCO6809,SCO7139,SCO7140,SCO7350,SCO7351,SCO7463,SCO7496,SCO7497"
Streptomyces_coelicolor_A32	SCO6448	"SCO6447,SCO6448"
Streptomyces_coelicolor_A32	SCO6459	"SCO5658,SCO5659,SCO6459,SCO6460,SCO6960,SCO6961"
Streptomyces_coelicolor_A32	SCO6555	"SCO1655,SCO2116,SCO5502,SCO5921,SCO6555,SCO6556"
Streptomyces_coelicolor_A32	SCO6565	"SCO0959,SCO0999,SCO1243,SCO1961,SCO2630,SCO2634,SCO3023,SCO3075,SCO3076,SCO3195,SCO3656,SCO3850,SCO3887,SCO3936,SCO3977,SCO4352,SCO4374,SCO4375,SCO4512,SCO4636,SCO4637,SCO5036,SCO5159,SCO5160,SCO5205,SCO5588,SCO6253,SCO6357,SCO6358,SCO6379,SCO6423,SCO6424,SCO6562,SCO6563,SCO6564,SCO6565,SCO6584,SCO6585,SCO6622,SCO6723,SCO6827,SCO7489,SCO7490,SCO7605"
Streptomyces_coelicolor_A32	SCO6598	SCO6595
Streptomyces_coelicolor_A32	SCO6599	"SCO0202,SCO0463,SCO1261,SCO1642,SCO1643,SCO2129,SCO2130,SCO2335,SCO2732,SCO2961,SCO3064,SCO5040,SCO5787,SCO5788,SCO6274,SCO6600,SCO6664,SCO7523,SCO7607,SCO7608"
Streptomyces_coelicolor_A32	SCO6620	"SCO6619,SCO6620"
Streptomyces_coelicolor_A32	SCO6675	"SCO0067,SCO0103,SCO0126,SCO0126,SCO0130,SCO0166,SCO0166,SCO0167,SCO0239,SCO0240,SCO0263,SCO0307,SCO0317,SCO0358,SCO0359,SCO0429,SCO0430,SCO0476,SCO0545,SCO0604,SCO0605,SCO0642,SCO0764,SCO0857,SCO0868,SCO0869,SCO0880,SCO0889,SCO0973,SCO1020,SCO1077,SCO1078,SCO1078,SCO1079,SCO1081,SCO1093,SCO1094,SCO1187,SCO1259,SCO1292,SCO1348,SCO1349,SCO1387,SCO1391,SCO1401,SCO1402,SCO1420,SCO1494,SCO1516,SCO1548,SCO1549,SCO1554,SCO1606,SCO1614,SCO1616,SCO1617,SCO1655,SCO1690,SCO1694,SCO1705,SCO1710,SCO1736,SCO1737,SCO1773,SCO1808,SCO1849,SCO1875,SCO1958,SCO2095,SCO2131,SCO2139,SCO2145,SCO2146,SCO2226,SCO2227,SCO2280,SCO2292,SCO2320,SCO2342,SCO2397,SCO2398,SCO2435,SCO2473,SCO2482,SCO2483,SCO2603,SCO2620,SCO2621,SCO2704,SCO2705,SCO2706,SCO2709,SCO2718,SCO2728,SCO2731,SCO2795,SCO2805,SCO2836,SCO2849,SCO2868,SCO2869,SCO2878,SCO2927,SCO2940,SCO2944,SCO2959,SCO2985,SCO3009,SCO3010,SCO3010,SCO3016,SCO3017,SCO3024,SCO3025,SCO3032,SCO3033,SCO3123,SCO3124,SCO3154,SCO3166,SCO3186,SCO3217,SCO3230,SCO3230,SCO3231,SCO3294,SCO3526,SCO3540,SCO3558,SCO3558,SCO3614,SCO3619,SCO3705,SCO3710,SCO3716,SCO3719,SCO3765,SCO3775,SCO3776,SCO3782,SCO3796,SCO3834,SCO3843,SCO3844,SCO3857,SCO3901,SCO3910,SCO3922,SCO3923,SCO3948,SCO3949,SCO3960,SCO3961,SCO3986,SCO4089,SCO4091,SCO4092,SCO4114,SCO4121,SCO4135,SCO4175,SCO4176,SCO4188,SCO4238,SCO4297,SCO4341,SCO4408,SCO4409,SCO4411,SCO4412,SCO4411,SCO4412,SCO4457,SCO4463,SCO4464,SCO4471,SCO4585,SCO4586,SCO4612,SCO4616,SCO4623,SCO4624,SCO4714,SCO4744,SCO4745,SCO4757,SCO4826,SCO4893,SCO4899,SCO4908,SCO4921,SCO4981,SCO5023,SCO5108,SCO5109,SCO5110,SCO5110,SCO5111,SCO5181,SCO5221,SCO5224,SCO5331,SCO5365,SCO5388,SCO5410,SCO5429,SCO5431,SCO5451,SCO5452,SCO5506,SCO5531,SCO5589,SCO5624,SCO5629,SCO5665,SCO5725,SCO5730,SCO5735,SCO5737,SCO5806,SCO5807,SCO5824,SCO5826,SCO5827,SCO5854,SCO5877,SCO5878,SCO5927,SCO5953,SCO5973,SCO5999,SCO6051,SCO6052,SCO6258,SCO6264,SCO6272,SCO6273,SCO6318,SCO6318,SCO6325,SCO6348,SCO6362,SCO6362,SCO6383,SCO6383,SCO6390,SCO6627,SCO6627,SCO6628,SCO6675,SCO6676,SCO6745,SCO6746,SCO6772,SCO6806,SCO6832,SCO6833,SCO6906,SCO6951,SCO6952,SCO6992,SCO6994,SCO6995,SCO7004,SCO7007,SCO7008,SCO7077,SCO7098,SCO7102,SCO7105,SCO7129,SCO7137,SCO7154,SCO7170,SCO7170,SCO7176,SCO7187,SCO7194,SCO7233,SCO7234,SCO7235,SCO7251,SCO7271,SCO7292,SCO7329,SCO7334,SCO7442,SCO7443,SCO7489,SCO7490,SCO7492,SCO7493,SCO7622,SCO7623,SCO7657,SCO7753,SCO7774,SCO7775,SCO7780,SCO7821"
Streptomyces_coelicolor_A32	SCO6685	"SCO0129,SCO1872,SCO1873,SCO1935,SCO1936,SCO2304,SCO2305,SCO2685,SCO2813,SCO2814,SCO2821,SCO3122,SCO3123,SCO3229,SCO3230,SCO3332,SCO3333,SCO3537,SCO3623,SCO3624,SCO4075,SCO4121,SCO4122,SCO4733,SCO5074,SCO5075,SCO5128,SCO5129,SCO5159,SCO5160,SCO5308,SCO5309,SCO5558,SCO5658,SCO5659,SCO5786,SCO5814,SCO6219,SCO6404,SCO6680,SCO6681,SCO7018,SCO7077,SCO7433,SCO7434"
Streptomyces_coelicolor_A32	SCO6694	"SCO6693,SCO6694"
Streptomyces_coelicolor_A32	SCO6704	"SCO6703,SCO6704,SCO7424"
Streptomyces_coelicolor_A32	SCO6713	"SCO0716,SCO6665,SCO7386,SCO7559,SCO7560"
Streptomyces_coelicolor_A32	SCO6733	"SCO0218,SCO0831,SCO1226,SCO1538,SCO1676,SCO1932,SCO1968,SCO2391,SCO2504,SCO2783,SCO2784,SCO3453,SCO3454,SCO3618,SCO3773,SCO3897,SCO3898,SCO4006,SCO4392,SCO4424,SCO4447,SCO4669,SCO4670,SCO4907,SCO5188,SCO5331,SCO5618,SCO6148,SCO6529,SCO6530,SCO6721,SCO6729,SCO6730,SCO6733,SCO6840,SCO6961,SCO6962,SCO7081,SCO7147,SCO7243,SCO7539,SCO7579,SCO7671,SCO7784"
Streptomyces_coelicolor_A32	SCO6770	"SCO2941,SCO2942,SCO4697,SCO4984,SCO6769,SCO6770"
Streptomyces_coelicolor_A32	SCO6775	"SCO0800,SCO0801,SCO0805,SCO0806,SCO1417,SCO1835,SCO1836,SCO1994,SCO1995,SCO3321,SCO3468,SCO3974,SCO5201,SCO5384,SCO5385,SCO5448,SCO5483,SCO5484,SCO5879,SCO5880,SCO6299,SCO6300,SCO6348,SCO6623,SCO7054,SCO7055"
Streptomyces_coelicolor_A32	SCO6778	"SCO6778,SCO6779"
Streptomyces_coelicolor_A32	SCO6781	"SCO6779,SCO6780"
Streptomyces_coelicolor_A32	SCO6784	"SCO0238,SCO0343,SCO0344,SCO0572,SCO0967,SCO1093,SCO1428,SCO1494,SCO2004,SCO2005,SCO2008,SCO2099,SCO2255,SCO2648,SCO2775,SCO2776,SCO2990,SCO2991,SCO3051,SCO3052,SCO3444,SCO3593,SCO3696,SCO4205,SCO4236,SCO4446,SCO4515,SCO4762,SCO4800,SCO5203,SCO5300,SCO5301,SCO5478,SCO5722,SCO5810,SCO5811,SCO6231,SCO6714,SCO6784,SCO6785,SCO6822,SCO6852,SCO6853,SCO7358,SCO7539"
Streptomyces_coelicolor_A32	SCO6792	"SCO0668,SCO0669,SCO1484,SCO1640,SCO1688,SCO1689,SCO2059,SCO2060,SCO2423,SCO2977,SCO3452,SCO3453,SCO3594,SCO3994,SCO3995,SCO4257,SCO4317,SCO4407,SCO5476,SCO5733,SCO5822,SCO6003,SCO6204,SCO6205,SCO6545,SCO6582,SCO6791,SCO6792,SCO6793,SCO7038,SCO7172,SCO7176,SCO7177,SCO7222,SCO7364,SCO7365"
Streptomyces_coelicolor_A32	SCO6802	"SCO6801,SCO6802"
Streptomyces_coelicolor_A32	SCO6808	"SCO0116,SCO0117,SCO0478,SCO1108,SCO1109,SCO1515,SCO2383,SCO2811,SCO2812,SCO3695,SCO3696,SCO4037,SCO4167,SCO4168,SCO5329,SCO5332,SCO5608,SCO5639,SCO5789,SCO6627,SCO6628,SCO6633,SCO6811,SCO6812,SCO6821,SCO6828,SCO6829,SCO6830,SCO6831,SCO7000,SCO7001,SCO7090,SCO7514"
Streptomyces_coelicolor_A32	SCO6812	"SCO0478,SCO0902,SCO1070,SCO1426,SCO1536,SCO1998,SCO2014,SCO2162,SCO2331,SCO2332,SCO2578,SCO2579,SCO2604,SCO2610,SCO2611,SCO2617,SCO3099,SCO3147,SCO3215,SCO3229,SCO3262,SCO3443,SCO3483,SCO3557,SCO3660,SCO3695,SCO3696,SCO3695,SCO3696,SCO3772,SCO3773,SCO3853,SCO4005,SCO4006,SCO4037,SCO4038,SCO4080,SCO4088,SCO4098,SCO4099,SCO4121,SCO4122,SCO4395,SCO4421,SCO4562,SCO4563,SCO4606,SCO4607,SCO4630,SCO4684,SCO4883,SCO5027,SCO5050,SCO5110,SCO5259,SCO5260,SCO5329,SCO5332,SCO5358,SCO5420,SCO5608,SCO5638,SCO5670,SCO5831,SCO5832,SCO6346,SCO6347,SCO6348,SCO6390,SCO6429,SCO6811,SCO6812,SCO6822,SCO6822,SCO6828,SCO6829,SCO6829,SCO6830,SCO6831,SCO6845,SCO6861,SCO6906,SCO7000,SCO7001,SCO7169,SCO7170,SCO7214,SCO7437,SCO7438"
Streptomyces_coelicolor_A32	SCO6823	SCO6822
Streptomyces_coelicolor_A32	SCO6830	"SCO0244,SCO1871,SCO2014,SCO2578,SCO2579,SCO2610,SCO2611,SCO3557,SCO3695,SCO3696,SCO3695,SCO3696,SCO4121,SCO4122,SCO4395,SCO5027,SCO5050,SCO5332,SCO5638,SCO5831,SCO5832,SCO5943,SCO6811,SCO6812,SCO6821,SCO6828,SCO6829,SCO6830,SCO6831,SCO6906,SCO7000,SCO7001,SCO7503,SCO7766,SCO7767"
Streptomyces_coelicolor_A32	SCO6924	"SCO3005,SCO4631"
Streptomyces_coelicolor_A32	SCO6974	"SCO2727,SCO2728,SCO6255,SCO6256,SCO6256,SCO6257,SCO6978,SCO6979"
Streptomyces_coelicolor_A32	SCO6993	"SCO0055,SCO0056,SCO1622,SCO1623,SCO2101,SCO4011,SCO4225,SCO4226,SCO4358,SCO4359,SCO4924,SCO4925,SCO6992,SCO6993"
Streptomyces_coelicolor_A32	SCO7025	"SCO3217,SCO7025,SCO7026"
Streptomyces_coelicolor_A32	SCO7042	"SCO3156,SCO3414,SCO3415,SCO3424,SCO3914,SCO3915,SCO4297,SCO4587,SCO4588,SCO7401,SCO7402"
Streptomyces_coelicolor_A32	SCO7056	"SCO0102,SCO0103,SCO0207,SCO0217,SCO0285,SCO0324,SCO0432,SCO0560,SCO0601,SCO0736,SCO0736,SCO0777,SCO0778,SCO0786,SCO0787,SCO0914,SCO0915,SCO1061,SCO1117,SCO1118,SCO1126,SCO1184,SCO1227,SCO1280,SCO1336,SCO1390,SCO1405,SCO1429,SCO1438,SCO1444,SCO1475,SCO1657,SCO1711,SCO1730,SCO1776,SCO1947,SCO1948,SCO1962,SCO1990,SCO2176,SCO2183,SCO2217,SCO2363,SCO2379,SCO2410,SCO2411,SCO2450,SCO2502,SCO2503,SCO2547,SCO2548,SCO2572,SCO2572,SCO2579,SCO2586,SCO2599,SCO2656,SCO2669,SCO2821,SCO2833,SCO2834,SCO2863,SCO2878,SCO2905,SCO2906,SCO2907,SCO2965,SCO2973,SCO2988,SCO2998,SCO3014,SCO3040,SCO3041,SCO3052,SCO3145,SCO3176,SCO3231,SCO3426,SCO3479,SCO3566,SCO3592,SCO3593,SCO3661,SCO3679,SCO3753,SCO3779,SCO3817,SCO3858,SCO4009,SCO4031,SCO4079,SCO4089,SCO4145,SCO4285,SCO4286,SCO4290,SCO4297,SCO4319,SCO4367,SCO4393,SCO4394,SCO4482,SCO4548,SCO4596,SCO4600,SCO4601,SCO4655,SCO4661,SCO4671,SCO4672,SCO4697,SCO4926,SCO5003,SCO5096,SCO5103,SCO5104,SCO5122,SCO5131,SCO5174,SCO5209,SCO5232,SCO5238,SCO5266,SCO5351,SCO5376,SCO5377,SCO5397,SCO5456,SCO5462,SCO5463,SCO5534,SCO5535,SCO5550,SCO5617,SCO5672,SCO5673,SCO5702,SCO5710,SCO5779,SCO5780,SCO5823,SCO5824,SCO5841,SCO5842,SCO5843,SCO5844,SCO5847,SCO5901,SCO5953,SCO5954,SCO5977,SCO5978,SCO6012,SCO6032,SCO6053,SCO6220,SCO6220,SCO6275,SCO6319,SCO6334,SCO6335,SCO6344,SCO6345,SCO6358,SCO6424,SCO6425,SCO6485,SCO6486,SCO6562,SCO6652,SCO7056,SCO7057,SCO7056,SCO7057,SCO7063,SCO7069,SCO7070,SCO7143,SCO7225,SCO7243,SCO7262,SCO7263,SCO7282,SCO7283,SCO7322,SCO7323,SCO7386,SCO7541,SCO7559,SCO7560,SCO7572,SCO7573,SCO7627,SCO7628,SCO7702,SCO7719,SCO7747"
Streptomyces_coelicolor_A32	SCO7061	"SCO1236,SCO1324,SCO1325,SCO2335,SCO2425,SCO2426,SCO2636,SCO3091,SCO4032,SCO4033,SCO4583,SCO5159,SCO5160,SCO5468,SCO5469,SCO6222,SCO6223,SCO7061"
Streptomyces_coelicolor_A32	SCO7067	"SCO7065,SCO7066"
Streptomyces_coelicolor_A32	SCO7086	"SCO0216,SCO0371,SCO0435,SCO0587,SCO0808,SCO0812,SCO0814,SCO1214,SCO1317,SCO1362,SCO1419,SCO1947,SCO1968,SCO2096,SCO2143,SCO2478,SCO2537,SCO2607,SCO2665,SCO2675,SCO2676,SCO2677,SCO2689,SCO2690,SCO2726,SCO2874,SCO2875,SCO2882,SCO2883,SCO2941,SCO2972,SCO3231,SCO3232,SCO3272,SCO3285,SCO3334,SCO3416,SCO3454,SCO3679,SCO3723,SCO3879,SCO3887,SCO3911,SCO3961,SCO4054,SCO4075,SCO4190,SCO4221,SCO4264,SCO4296,SCO4351,SCO4352,SCO4353,SCO4354,SCO4408,SCO4457,SCO4488,SCO4518,SCO4534,SCO4535,SCO4722,SCO4723,SCO4762,SCO4772,SCO4773,SCO4773,SCO4856,SCO4895,SCO4935,SCO4936,SCO4956,SCO5041,SCO5107,SCO5261,SCO5331,SCO5384,SCO5495,SCO5554,SCO5679,SCO5689,SCO5871,SCO5977,SCO6002,SCO6003,SCO6070,SCO6207,SCO6208,SCO6305,SCO6306,SCO6419,SCO6487,SCO6627,SCO6733,SCO6739,SCO6789,SCO6998,SCO7034,SCO7087,SCO7093,SCO7421,SCO7422,SCO7531,SCO7545,SCO7577,SCO7592,SCO7607,SCO7753"
Streptomyces_coelicolor_A32	SCO7097	"SCO0136,SCO0137,SCO0918,SCO3717,SCO5539,SCO7095,SCO7096"
