genome	regulator	target
Streptomyces_coelicolor_A32	SCO2501	"SCO0110,SCO0111,SCO2501,SCO2502,SCO6172,SCO6173"
Streptomyces_coelicolor_A32	SCO2517	"SCO2519,SCO2520"
Streptomyces_coelicolor_A32	SCO2544	"SCO1895,SCO2543,SCO2544,SCO2583"
Streptomyces_coelicolor_A32	SCO2644	"SCO2645,SCO2646"
Streptomyces_coelicolor_A32	SCO2647	"SCO2113,SCO2646,SCO2647,SCO2720,SCO2721,SCO2986,SCO2987,SCO3132,SCO3133,SCO4336,SCO4337,SCO4639,SCO4640,SCO5163,SCO5164,SCO7741,SCO7742"
Streptomyces_coelicolor_A32	SCO2657	"SCO0676,SCO0677,SCO2656,SCO2657"
Streptomyces_coelicolor_A32	SCO2728	"SCO3696,SCO6811,SCO6812"
Streptomyces_coelicolor_A32	SCO2745	SCO2745
Streptomyces_coelicolor_A32	SCO2775	"SCO2775,SCO2776,SCO4639,SCO4640"
Streptomyces_coelicolor_A32	SCO2792	"SCO0046,SCO0065,SCO0073,SCO0215,SCO0246,SCO0266,SCO0267,SCO0268,SCO0300,SCO0301,SCO0305,SCO0326,SCO0403,SCO0423,SCO0434,SCO0465,SCO0466,SCO0530,SCO0564,SCO0571,SCO0605,SCO0763,SCO0763,SCO0764,SCO0803,SCO0931,SCO0932,SCO0942,SCO0968,SCO0969,SCO0968,SCO0969,SCO0974,SCO0986,SCO1061,SCO1084,SCO1135,SCO1273,SCO1294,SCO1295,SCO1320,SCO1344,SCO1345,SCO1353,SCO1403,SCO1513,SCO1513,SCO1560,SCO1620,SCO1649,SCO1650,SCO1656,SCO1703,SCO1704,SCO1715,SCO1748,SCO1776,SCO1808,SCO1863,SCO1878,SCO1879,SCO1896,SCO1907,SCO1908,SCO2007,SCO2014,SCO2015,SCO2026,SCO2026,SCO2118,SCO2194,SCO2242,SCO2274,SCO2275,SCO2335,SCO2336,SCO2363,SCO2375,SCO2376,SCO2434,SCO2446,SCO2524,SCO2651,SCO2671,SCO2672,SCO2687,SCO2764,SCO2765,SCO2791,SCO2836,SCO2878,SCO2963,SCO2964,SCO2972,SCO2975,SCO3019,SCO3030,SCO3116,SCO3117,SCO3118,SCO3119,SCO3192,SCO3193,SCO3216,SCO3395,SCO3407,SCO3422,SCO3487,SCO3503,SCO3644,SCO3662,SCO3846,SCO3847,SCO3930,SCO3971,SCO3975,SCO3976,SCO3998,SCO4065,SCO4096,SCO4097,SCO4115,SCO4121,SCO4134,SCO4137,SCO4188,SCO4213,SCO4221,SCO4222,SCO4231,SCO4295,SCO4307,SCO4340,SCO4344,SCO4377,SCO4399,SCO4410,SCO4422,SCO4441,SCO4442,SCO4464,SCO4471,SCO4516,SCO4545,SCO4597,SCO4628,SCO4638,SCO4651,SCO4657,SCO4658,SCO4776,SCO4788,SCO4791,SCO4861,SCO4862,SCO4866,SCO4867,SCO4883,SCO4946,SCO4946,SCO4973,SCO4974,SCO4984,SCO4985,SCO4989,SCO4990,SCO5035,SCO5036,SCO5104,SCO5122,SCO5128,SCO5178,SCO5188,SCO5200,SCO5203,SCO5223,SCO5248,SCO5249,SCO5282,SCO5302,SCO5303,SCO5329,SCO5406,SCO5435,SCO5444,SCO5446,SCO5448,SCO5471,SCO5472,SCO5475,SCO5502,SCO5511,SCO5554,SCO5575,SCO5589,SCO5610,SCO5614,SCO5615,SCO5629,SCO5632,SCO5643,SCO5644,SCO5660,SCO5729,SCO5742,SCO5752,SCO5765,SCO5766,SCO5819,SCO5848,SCO5854,SCO5856,SCO5862,SCO5938,SCO5939,SCO5969,SCO5970,SCO6006,SCO6007,SCO6008,SCO6009,SCO6057,SCO6103,SCO6106,SCO6149,SCO6150,SCO6153,SCO6157,SCO6168,SCO6197,SCO6222,SCO6272,SCO6280,SCO6280,SCO6281,SCO6370,SCO6382,SCO6566,SCO6593,SCO6641,SCO6642,SCO6675,SCO6676,SCO6686,SCO6738,SCO6739,SCO6772,SCO6807,SCO6815,SCO6822,SCO6837,SCO6944,SCO6946,SCO6947,SCO6960,SCO6961,SCO6975,SCO6976,SCO7004,SCO7080,SCO7133,SCO7134,SCO7143,SCO7171,SCO7172,SCO7173,SCO7176,SCO7272,SCO7318,SCO7319,SCO7435,SCO7502,SCO7503,SCO7534,SCO7535,SCO7638,SCO7656,SCO7657,SCO7730,SCO7748,SCO7760"
Streptomyces_coelicolor_A32	SCO2794	"SCO0554,SCO0555,SCO0643,SCO0765,SCO0766,SCO1186,SCO1187,SCO2349,SCO2350,SCO2795,SCO5786,SCO5787,SCO6546,SCO7374,SCO7375,SCO7637"
Streptomyces_coelicolor_A32	SCO2801	"SCO5459,SCO5460"
Streptomyces_coelicolor_A32	SCO2846	"SCO0271,SCO0364,SCO0494,SCO0495,SCO0504,SCO0505,SCO0939,SCO0940,SCO2366,SCO2367,SCO2461,SCO2846,SCO2847,SCO3467,SCO3468,SCO3498,SCO3503,SCO5117,SCO5172,SCO5313,SCO5411,SCO6565,SCO6566,SCO6712,SCO6794,SCO7815"
Streptomyces_coelicolor_A32	SCO2859	"SCO0333,SCO1613,SCO1614,SCO2859,SCO2997,SCO3049,SCO5364,SCO5729"
Streptomyces_coelicolor_A32	SCO2865	"SCO0048,SCO0049,SCO0172,SCO0256,SCO0431,SCO0545,SCO0763,SCO1066,SCO1161,SCO1162,SCO1389,SCO1634,SCO1791,SCO2007,SCO2023,SCO2024,SCO2864,SCO2865,SCO2907,SCO3009,SCO3010,SCO3062,SCO3063,SCO3217,SCO3236,SCO3261,SCO3437,SCO3487,SCO3946,SCO3947,SCO3998,SCO4057,SCO4058,SCO4064,SCO4409,SCO4670,SCO4671,SCO4866,SCO5082,SCO5083,SCO5170,SCO5171,SCO5177,SCO5178,SCO5642,SCO5746,SCO6105,SCO6594,SCO6776,SCO7083,SCO7171,SCO7752,SCO7815"
Streptomyces_coelicolor_A32	SCO2869	"SCO0068,SCO0083,SCO0143,SCO0163,SCO0193,SCO0194,SCO0217,SCO0257,SCO0312,SCO0314,SCO0455,SCO0612,SCO0613,SCO0622,SCO0685,SCO0686,SCO0702,SCO0703,SCO0705,SCO0753,SCO0764,SCO0808,SCO0844,SCO0924,SCO0929,SCO1028,SCO1042,SCO1043,SCO1050,SCO1089,SCO1100,SCO1123,SCO1144,SCO1152,SCO1190,SCO1275,SCO1302,SCO1309,SCO1310,SCO1482,SCO1499,SCO1501,SCO1506,SCO1513,SCO1570,SCO1571,SCO1600,SCO1601,SCO1623,SCO1624,SCO1661,SCO1764,SCO1765,SCO1779,SCO1801,SCO1824,SCO1864,SCO1929,SCO1930,SCO1944,SCO1956,SCO2004,SCO2022,SCO2047,SCO2048,SCO2077,SCO2148,SCO2149,SCO2148,SCO2149,SCO2161,SCO2180,SCO2226,SCO2227,SCO2232,SCO2238,SCO2320,SCO2335,SCO2344,SCO2497,SCO2646,SCO2647,SCO2677,SCO2689,SCO2714,SCO2736,SCO2761,SCO2762,SCO2783,SCO2785,SCO2787,SCO2788,SCO2818,SCO2821,SCO2828,SCO2866,SCO2867,SCO2869,SCO2870,SCO2975,SCO3000,SCO3005,SCO3040,SCO3042,SCO3110,SCO3111,SCO3119,SCO3125,SCO3231,SCO3277,SCO3286,SCO3321,SCO3403,SCO3405,SCO3422,SCO3423,SCO3424,SCO3487,SCO3561,SCO3564,SCO3603,SCO3660,SCO3666,SCO3667,SCO3666,SCO3667,SCO3790,SCO3814,SCO3823,SCO3824,SCO3849,SCO3871,SCO3873,SCO3873,SCO3907,SCO3908,SCO3914,SCO3915,SCO3937,SCO3939,SCO3943,SCO3950,SCO3951,SCO3971,SCO3980,SCO3981,SCO3989,SCO3990,SCO4016,SCO4035,SCO4035,SCO4036,SCO4090,SCO4119,SCO4155,SCO4156,SCO4196,SCO4197,SCO4198,SCO4201,SCO4284,SCO4300,SCO4301,SCO4377,SCO4378,SCO4397,SCO4494,SCO4550,SCO4568,SCO4626,SCO4632,SCO4646,SCO4701,SCO4717,SCO4718,SCO4779,SCO4891,SCO4916,SCO4974,SCO4975,SCO5019,SCO5026,SCO5027,SCO5043,SCO5043,SCO5045,SCO5046,SCO5111,SCO5122,SCO5155,SCO5188,SCO5189,SCO5221,SCO5225,SCO5227,SCO5228,SCO5241,SCO5251,SCO5252,SCO5285,SCO5329,SCO5331,SCO5365,SCO5440,SCO5459,SCO5460,SCO5461,SCO5477,SCO5479,SCO5514,SCO5564,SCO5582,SCO5610,SCO5633,SCO5633,SCO5724,SCO5725,SCO5769,SCO5786,SCO5787,SCO5811,SCO5814,SCO5832,SCO5856,SCO5857,SCO5870,SCO5881,SCO5882,SCO5884,SCO5884,SCO5896,SCO5912,SCO5913,SCO5972,SCO6003,SCO6004,SCO6008,SCO6009,SCO6028,SCO6108,SCO6144,SCO6198,SCO6199,SCO6265,SCO6272,SCO6305,SCO6306,SCO6337,SCO6381,SCO6428,SCO6475,SCO6475,SCO6554,SCO6558,SCO6559,SCO6619,SCO6643,SCO6667,SCO6710,SCO6757,SCO6758,SCO6766,SCO6768,SCO6819,SCO6840,SCO6849,SCO7014,SCO7015,SCO7016,SCO7017,SCO7020,SCO7028,SCO7029,SCO7037,SCO7143,SCO7154,SCO7179,SCO7215,SCO7258,SCO7318,SCO7439,SCO7446,SCO7547,SCO7576,SCO7629,SCO7634,SCO7635,SCO7655,SCO7660,SCO7661,SCO7708,SCO7709,SCO7719,SCO7720,SCO7748,SCO7753,SCO7754,SCO7815,SCO7824"
Streptomyces_coelicolor_A32	SCO2875	"SCO0066,SCO0067,SCO0101,SCO0154,SCO0155,SCO0220,SCO0227,SCO0292,SCO0319,SCO0338,SCO0366,SCO0371,SCO0379,SCO0381,SCO0450,SCO0581,SCO0681,SCO0682,SCO0681,SCO0682,SCO0765,SCO0923,SCO1058,SCO1118,SCO1144,SCO1152,SCO1153,SCO1178,SCO1179,SCO1204,SCO1373,SCO1416,SCO1432,SCO1438,SCO1505,SCO1622,SCO1623,SCO1647,SCO1679,SCO1860,SCO1909,SCO1910,SCO2136,SCO2213,SCO2307,SCO2318,SCO2319,SCO2358,SCO2365,SCO2416,SCO2457,SCO2478,SCO2479,SCO2495,SCO2562,SCO2604,SCO2610,SCO2677,SCO2743,SCO2874,SCO2875,SCO2897,SCO2919,SCO2920,SCO2999,SCO3043,SCO3053,SCO3092,SCO3133,SCO3244,SCO3270,SCO3271,SCO3272,SCO3286,SCO3414,SCO3487,SCO3502,SCO3518,SCO3535,SCO3537,SCO3614,SCO3629,SCO3676,SCO3775,SCO3821,SCO3822,SCO3845,SCO3901,SCO3949,SCO3970,SCO3992,SCO3993,SCO3998,SCO4043,SCO4080,SCO4089,SCO4111,SCO4112,SCO4193,SCO4204,SCO4266,SCO4267,SCO4282,SCO4283,SCO4296,SCO4346,SCO4353,SCO4354,SCO4354,SCO4389,SCO4407,SCO4408,SCO4457,SCO4534,SCO4535,SCO4569,SCO4647,SCO4648,SCO4647,SCO4648,SCO4651,SCO4654,SCO4662,SCO4701,SCO4702,SCO4722,SCO4722,SCO4723,SCO4785,SCO4786,SCO4822,SCO4823,SCO4847,SCO4885,SCO4911,SCO5003,SCO5012,SCO5013,SCO5093,SCO5204,SCO5261,SCO5327,SCO5329,SCO5382,SCO5480,SCO5497,SCO5544,SCO5554,SCO5600,SCO5601,SCO5602,SCO5655,SCO5656,SCO5754,SCO5774,SCO5794,SCO5805,SCO5815,SCO5842,SCO5861,SCO5867,SCO5868,SCO5892,SCO5897,SCO5900,SCO5976,SCO5999,SCO6009,SCO6021,SCO6107,SCO6143,SCO6153,SCO6207,SCO6208,SCO6297,SCO6300,SCO6347,SCO6374,SCO6388,SCO6549,SCO6550,SCO6592,SCO6602,SCO6622,SCO6627,SCO6698,SCO6699,SCO6779,SCO6815,SCO6816,SCO6906,SCO6930,SCO6951,SCO6953,SCO7008,SCO7015,SCO7087,SCO7203,SCO7211,SCO7278,SCO7280,SCO7314,SCO7433,SCO7644,SCO7753,SCO7754"
Streptomyces_coelicolor_A32	SCO2964	"SCO0320,SCO0321,SCO2964"
Streptomyces_coelicolor_A32	SCO2987	"SCO0102,SCO0249,SCO0250,SCO0449,SCO0496,SCO0573,SCO0574,SCO0604,SCO1055,SCO1432,SCO1690,SCO1791,SCO2014,SCO2047,SCO2048,SCO2425,SCO2590,SCO2621,SCO2646,SCO2647,SCO2833,SCO2834,SCO2930,SCO2986,SCO2987,SCO3099,SCO3132,SCO3133,SCO3188,SCO3230,SCO3249,SCO3301,SCO3302,SCO3307,SCO3308,SCO3366,SCO3367,SCO3496,SCO3498,SCO3533,SCO3589,SCO3811,SCO3872,SCO3910,SCO4050,SCO4051,SCO4118,SCO4122,SCO4216,SCO4374,SCO4375,SCO4487,SCO4505,SCO4524,SCO4659,SCO4660,SCO4697,SCO4727,SCO4740,SCO5142,SCO5159,SCO5329,SCO5497,SCO5498,SCO5672,SCO5673,SCO5757,SCO5758,SCO5820,SCO5832,SCO5883,SCO5884,SCO5957,SCO6004,SCO6009,SCO6373,SCO6544,SCO6779,SCO6812,SCO6812,SCO6864,SCO6865,SCO7101,SCO7261,SCO7453,SCO7708,SCO7709"
Streptomyces_coelicolor_A32	SCO2994	"SCO0273,SCO0407,SCO0432,SCO0839,SCO0973,SCO0974,SCO1027,SCO1167,SCO1277,SCO1336,SCO1351,SCO1437,SCO1438,SCO1671,SCO1791,SCO1791,SCO1817,SCO1818,SCO1824,SCO2002,SCO2004,SCO2005,SCO2014,SCO2364,SCO2503,SCO2654,SCO2745,SCO2836,SCO2864,SCO2994,SCO2995,SCO3030,SCO3167,SCO3168,SCO3230,SCO3412,SCO3478,SCO3506,SCO3563,SCO3564,SCO3565,SCO3760,SCO3787,SCO3788,SCO4329,SCO4634,SCO4790,SCO4900,SCO4938,SCO4951,SCO5157,SCO5379,SCO5778,SCO5887,SCO5911,SCO5967,SCO6073,SCO6220,SCO6240,SCO6273,SCO6439,SCO6766,SCO6815,SCO6940,SCO7026,SCO7613,SCO7621,SCO7622,SCO7725,SCO7815"
Streptomyces_coelicolor_A32	SCO3075	"SCO3073,SCO3074,SCO3075,SCO3076,SCO4931,SCO4932,SCO5639"
Streptomyces_coelicolor_A32	SCO3129	"SCO3128,SCO4978,SCO6717,SCO6718"
Streptomyces_coelicolor_A32	SCO3133	"SCO0136,SCO0137,SCO1105,SCO1385,SCO1684,SCO2013,SCO2182,SCO2183,SCO2646,SCO2647,SCO2896,SCO3132,SCO3133,SCO3304,SCO3834,SCO4173,SCO4174,SCO4827,SCO5348,SCO5349,SCO5727,SCO5820,SCO5999,SCO6243,SCO6244,SCO7000,SCO7001,SCO7818"
Streptomyces_coelicolor_A32	SCO3144	"SCO0087,SCO0088,SCO0117,SCO0186,SCO0194,SCO0201,SCO0202,SCO0204,SCO0213,SCO0224,SCO0256,SCO0257,SCO0284,SCO0333,SCO0354,SCO0355,SCO0354,SCO0355,SCO0370,SCO0372,SCO0377,SCO0395,SCO0396,SCO0395,SCO0396,SCO0411,SCO0412,SCO0423,SCO0453,SCO0473,SCO0474,SCO0486,SCO0492,SCO0493,SCO0503,SCO0511,SCO0514,SCO0534,SCO0545,SCO0557,SCO0558,SCO0557,SCO0558,SCO0604,SCO0617,SCO0618,SCO0640,SCO0654,SCO0667,SCO0676,SCO0681,SCO0684,SCO0705,SCO0706,SCO0707,SCO0742,SCO0744,SCO0745,SCO0751,SCO0774,SCO0792,SCO0801,SCO0805,SCO0814,SCO0855,SCO0859,SCO0860,SCO0877,SCO0878,SCO0886,SCO0891,SCO0928,SCO0929,SCO0944,SCO0953,SCO0960,SCO0974,SCO0987,SCO0992,SCO0993,SCO1011,SCO1019,SCO1031,SCO1039,SCO1059,SCO1060,SCO1082,SCO1121,SCO1170,SCO1187,SCO1193,SCO1234,SCO1263,SCO1264,SCO1268,SCO1286,SCO1296,SCO1308,SCO1321,SCO1321,SCO1369,SCO1370,SCO1378,SCO1404,SCO1404,SCO1404,SCO1411,SCO1411,SCO1429,SCO1438,SCO1439,SCO1442,SCO1444,SCO1444,SCO1461,SCO1462,SCO1469,SCO1483,SCO1484,SCO1512,SCO1513,SCO1527,SCO1527,SCO1556,SCO1566,SCO1569,SCO1572,SCO1587,SCO1589,SCO1590,SCO1589,SCO1590,SCO1592,SCO1595,SCO1612,SCO1631,SCO1632,SCO1661,SCO1663,SCO1664,SCO1691,SCO1694,SCO1694,SCO1694,SCO1718,SCO1719,SCO1725,SCO1727,SCO1812,SCO1821,SCO1827,SCO1875,SCO1875,SCO1880,SCO1892,SCO1947,SCO1958,SCO1981,SCO1991,SCO2009,SCO2015,SCO2024,SCO2030,SCO2040,SCO2054,SCO2065,SCO2068,SCO2069,SCO2087,SCO2089,SCO2102,SCO2106,SCO2110,SCO2113,SCO2121,SCO2122,SCO2126,SCO2146,SCO2146,SCO2195,SCO2217,SCO2226,SCO2231,SCO2264,SCO2266,SCO2267,SCO2304,SCO2315,SCO2316,SCO2336,SCO2348,SCO2361,SCO2383,SCO2383,SCO2407,SCO2410,SCO2424,SCO2427,SCO2436,SCO2446,SCO2446,SCO2448,SCO2454,SCO2483,SCO2531,SCO2581,SCO2582,SCO2583,SCO2585,SCO2587,SCO2589,SCO2592,SCO2594,SCO2602,SCO2640,SCO2643,SCO2660,SCO2661,SCO2662,SCO2668,SCO2690,SCO2707,SCO2708,SCO2715,SCO2723,SCO2725,SCO2755,SCO2758,SCO2761,SCO2764,SCO2765,SCO2767,SCO2789,SCO2792,SCO2798,SCO2805,SCO2817,SCO2855,SCO2858,SCO2859,SCO2865,SCO2918,SCO2920,SCO2920,SCO2920,SCO2940,SCO2952,SCO2961,SCO2981,SCO2982,SCO2983,SCO2983,SCO2983,SCO2988,SCO2997,SCO3007,SCO3021,SCO3028,SCO3029,SCO3033,SCO3058,SCO3080,SCO3090,SCO3090,SCO3102,SCO3103,SCO3109,SCO3109,SCO3110,SCO3111,SCO3137,SCO3179,SCO3203,SCO3221,SCO3223,SCO3230,SCO3230,SCO3242,SCO3243,SCO3247,SCO3272,SCO3276,SCO3277,SCO3285,SCO3294,SCO3300,SCO3303,SCO3329,SCO3341,SCO3345,SCO3355,SCO3365,SCO3365,SCO3380,SCO3381,SCO3391,SCO3404,SCO3460,SCO3461,SCO3500,SCO3501,SCO3501,SCO3540,SCO3566,SCO3567,SCO3575,SCO3576,SCO3582,SCO3624,SCO3629,SCO3641,SCO3646,SCO3667,SCO3689,SCO3690,SCO3724,SCO3725,SCO3780,SCO3801,SCO3827,SCO3857,SCO3869,SCO3878,SCO3902,SCO3920,SCO3936,SCO3947,SCO3970,SCO3970,SCO4001,SCO4023,SCO4024,SCO4029,SCO4031,SCO4037,SCO4102,SCO4103,SCO4116,SCO4117,SCO4119,SCO4151,SCO4191,SCO4206,SCO4235,SCO4246,SCO4253,SCO4271,SCO4275,SCO4292,SCO4307,SCO4321,SCO4352,SCO4354,SCO4355,SCO4381,SCO4386,SCO4387,SCO4423,SCO4424,SCO4423,SCO4424,SCO4429,SCO4475,SCO4476,SCO4481,SCO4488,SCO4492,SCO4551,SCO4552,SCO4554,SCO4568,SCO4606,SCO4608,SCO4633,SCO4650,SCO4654,SCO4655,SCO4661,SCO4670,SCO4769,SCO4777,SCO4798,SCO4813,SCO4814,SCO4854,SCO4854,SCO4874,SCO4878,SCO4886,SCO4923,SCO4931,SCO4954,SCO4955,SCO4969,SCO5043,SCO5053,SCO5062,SCO5065,SCO5087,SCO5111,SCO5117,SCO5125,SCO5126,SCO5128,SCO5147,SCO5152,SCO5170,SCO5179,SCO5183,SCO5198,SCO5204,SCO5219,SCO5226,SCO5229,SCO5249,SCO5367,SCO5368,SCO5376,SCO5381,SCO5382,SCO5400,SCO5433,SCO5434,SCO5439,SCO5440,SCO5441,SCO5442,SCO5446,SCO5447,SCO5458,SCO5470,SCO5472,SCO5477,SCO5478,SCO5516,SCO5517,SCO5519,SCO5525,SCO5526,SCO5530,SCO5534,SCO5534,SCO5535,SCO5540,SCO5556,SCO5582,SCO5585,SCO5589,SCO5594,SCO5599,SCO5633,SCO5642,SCO5666,SCO5690,SCO5693,SCO5705,SCO5706,SCO5738,SCO5756,SCO5767,SCO5802,SCO5814,SCO5821,SCO5854,SCO5862,SCO5876,SCO5878,SCO5891,SCO5931,SCO5933,SCO5945,SCO5954,SCO5954,SCO5967,SCO5973,SCO5984,SCO5985,SCO6003,SCO6021,SCO6023,SCO6026,SCO6034,SCO6042,SCO6043,SCO6065,SCO6078,SCO6088,SCO6099,SCO6104,SCO6131,SCO6142,SCO6184,SCO6185,SCO6209,SCO6210,SCO6213,SCO6219,SCO6220,SCO6238,SCO6249,SCO6272,SCO6273,SCO6274,SCO6274,SCO6275,SCO6275,SCO6276,SCO6280,SCO6284,SCO6303,SCO6304,SCO6310,SCO6348,SCO6357,SCO6358,SCO6379,SCO6407,SCO6420,SCO6421,SCO6428,SCO6428,SCO6449,SCO6458,SCO6459,SCO6470,SCO6471,SCO6479,SCO6542,SCO6545,SCO6548,SCO6559,SCO6593,SCO6595,SCO6596,SCO6596,SCO6597,SCO6608,SCO6618,SCO6618,SCO6638,SCO6650,SCO6667,SCO6668,SCO6681,SCO6695,SCO6708,SCO6710,SCO6720,SCO6735,SCO6736,SCO6735,SCO6736,SCO6807,SCO6809,SCO6827,SCO6871,SCO6951,SCO6952,SCO6982,SCO7010,SCO7015,SCO7020,SCO7063,SCO7077,SCO7080,SCO7095,SCO7109,SCO7117,SCO7170,SCO7179,SCO7229,SCO7254,SCO7256,SCO7286,SCO7295,SCO7297,SCO7332,SCO7334,SCO7350,SCO7351,SCO7361,SCO7380,SCO7395,SCO7396,SCO7409,SCO7410,SCO7411,SCO7427,SCO7428,SCO7432,SCO7472,SCO7473,SCO7496,SCO7505,SCO7506,SCO7522,SCO7541,SCO7545,SCO7558,SCO7563,SCO7583,SCO7586,SCO7587,SCO7594,SCO7605,SCO7629,SCO7659,SCO7666,SCO7765,SCO7766,SCO7769,SCO7770,SCO7773"
Streptomyces_coelicolor_A32	SCO3167	"SCO3167,SCO3168"
Streptomyces_coelicolor_A32	SCO3173	"SCO0059,SCO0072,SCO0079,SCO0080,SCO0110,SCO0111,SCO0138,SCO0139,SCO0143,SCO0144,SCO0153,SCO0164,SCO0167,SCO0171,SCO0172,SCO0183,SCO0201,SCO0207,SCO0215,SCO0219,SCO0220,SCO0222,SCO0223,SCO0246,SCO0276,SCO0290,SCO0311,SCO0314,SCO0407,SCO0413,SCO0452,SCO0455,SCO0472,SCO0481,SCO0492,SCO0513,SCO0519,SCO0533,SCO0541,SCO0555,SCO0578,SCO0636,SCO0658,SCO0659,SCO0746,SCO0754,SCO0763,SCO0809,SCO0839,SCO0880,SCO0960,SCO0971,SCO0984,SCO0990,SCO0990,SCO1011,SCO1024,SCO1046,SCO1118,SCO1119,SCO1140,SCO1181,SCO1182,SCO1333,SCO1391,SCO1403,SCO1431,SCO1432,SCO1439,SCO1503,SCO1516,SCO1548,SCO1549,SCO1585,SCO1592,SCO1593,SCO1616,SCO1683,SCO1703,SCO1704,SCO1720,SCO1721,SCO1740,SCO1806,SCO1825,SCO1898,SCO1911,SCO1948,SCO2024,SCO2026,SCO2059,SCO2060,SCO2176,SCO2177,SCO2217,SCO2218,SCO2220,SCO2234,SCO2270,SCO2275,SCO2334,SCO2351,SCO2362,SCO2390,SCO2392,SCO2427,SCO2437,SCO2451,SCO2464,SCO2473,SCO2502,SCO2540,SCO2541,SCO2664,SCO2672,SCO2672,SCO2673,SCO2722,SCO2817,SCO2896,SCO2897,SCO2937,SCO2941,SCO2946,SCO2959,SCO2971,SCO3022,SCO3093,SCO3119,SCO3170,SCO3171,SCO3172,SCO3173,SCO3206,SCO3207,SCO3273,SCO3274,SCO3276,SCO3481,SCO3496,SCO3515,SCO3547,SCO3590,SCO3591,SCO3592,SCO3608,SCO3609,SCO3685,SCO3759,SCO3774,SCO3774,SCO3786,SCO3796,SCO3798,SCO3811,SCO3837,SCO3869,SCO3945,SCO3956,SCO3976,SCO3998,SCO4053,SCO4067,SCO4098,SCO4108,SCO4120,SCO4126,SCO4131,SCO4142,SCO4158,SCO4209,SCO4220,SCO4257,SCO4261,SCO4300,SCO4301,SCO4349,SCO4385,SCO4386,SCO4423,SCO4441,SCO4462,SCO4515,SCO4516,SCO4620,SCO4631,SCO4632,SCO4632,SCO4670,SCO4683,SCO4684,SCO4699,SCO4712,SCO4725,SCO4754,SCO4779,SCO4780,SCO4805,SCO4811,SCO4822,SCO4827,SCO4985,SCO4994,SCO4997,SCO4998,SCO5010,SCO5088,SCO5092,SCO5108,SCO5109,SCO5112,SCO5141,SCO5167,SCO5205,SCO5224,SCO5284,SCO5320,SCO5331,SCO5331,SCO5331,SCO5365,SCO5387,SCO5427,SCO5429,SCO5447,SCO5448,SCO5449,SCO5450,SCO5451,SCO5451,SCO5522,SCO5531,SCO5547,SCO5548,SCO5618,SCO5660,SCO5706,SCO5710,SCO5731,SCO5732,SCO5732,SCO5783,SCO5784,SCO5803,SCO5834,SCO5878,SCO5892,SCO5946,SCO5947,SCO5996,SCO5999,SCO6063,SCO6064,SCO6087,SCO6135,SCO6136,SCO6198,SCO6225,SCO6300,SCO6308,SCO6320,SCO6345,SCO6345,SCO6348,SCO6349,SCO6370,SCO6381,SCO6381,SCO6381,SCO6384,SCO6387,SCO6405,SCO6524,SCO6581,SCO6589,SCO6622,SCO6627,SCO6627,SCO6628,SCO6633,SCO6665,SCO6696,SCO6734,SCO6735,SCO6747,SCO6809,SCO6819,SCO6820,SCO6843,SCO6868,SCO6869,SCO6881,SCO6882,SCO6889,SCO6918,SCO6954,SCO6956,SCO6970,SCO7007,SCO7015,SCO7018,SCO7019,SCO7036,SCO7047,SCO7058,SCO7059,SCO7077,SCO7098,SCO7099,SCO7134,SCO7174,SCO7176,SCO7212,SCO7220,SCO7225,SCO7273,SCO7386,SCO7443,SCO7483,SCO7512,SCO7555,SCO7617,SCO7657,SCO7743,SCO7775,SCO7788,SCO7826,SCO7827"
